id,Model name,Process,TDP,Release Year
2478,Intel CeleronJ1900,22,10,2013
2479,Intel CeleronJ3455,14,10,2016
2480,Intel CeleronJ4105,14,10,2017
2481,Intel CeleronJ4115,14,10,2017
2482,Intel CeleronM900MHz,180,27,2009
2483,Intel CeleronN3050,14,6,2015
2484,Intel CeleronN3060,14,4,2016
2485,Intel CeleronN3150,14,6,2015
2486,Intel CeleronN3160,14,6,2015
2487,Intel CeleronN4000,14,6,2017
2488,Intel CeleronN4020,14,6,2019
2489,Intel Core2DuoP8400,45,25,2008
2490,Intel Core2DuoP8600,45,25,2008
2491,Intel Core2DuoP8700,45,25,2008
2492,Intel Core2DuoP9xxx,14,30,2016
2493,Intel Core2DuoT5250,65,35,2008
2494,Intel Core2DuoT6600,45,35,2009
2495,Intel Core2DuoT9500,45,35,2008
2496,Intel Core2DuoT9600,45,35,2008
2497,Intel Core2QuadQ9500,45,95,2013
2498,Intel Core2T5600,65,34,2006
2499,Intel Core2T7200,65,34,2006
2500,Intel Core870,45,95,2009
2501,Intel Corei3-2365M,32,17,2012
2502,Intel Corei3-4030U,22,15,2014
2503,Intel Corei3-4150,22,54,2014
2504,Intel Corei3-4330TE,22,35,2013
2505,Intel Corei3-6100U,14,15,2015
2506,Intel Corei3-7020U,14,15,2018
2507,Intel Corei3330M,32,35,2010
2508,Intel Corei3380U,32,18,2010
2509,Intel Corei5-4200M,22,37,2013
2510,Intel Corei5-4278U,22,28,2014
2511,Intel Corei5-4300U,22,15,2013
2512,Intel Corei5-4460,22,84,2014
2513,Intel Corei5-4590T,22,35,2014
2514,Intel Corei5-6200U,14,15,2015
2515,Intel Corei5-6260U,14,15,2015
2516,Intel Corei5-6300HQ,14,40,2015
2517,Intel Corei5-6500T,14,35,2015
2518,Intel Corei5-7200U,14,15,2016
2519,Intel Corei5-7260U,14,15,2017
2520,Intel Corei5-7300U,14,15,2017
2521,Intel Corei5-8365UE,14,15,2019
2522,Intel Corei5520M,32,35,2010
2523,Intel Corei7,14,15,2016
2524,Intel Corei7-11370H,10,28,2021
2525,Intel Corei7-2620M,32,35,2011
2526,Intel Corei7-2677M,32,17,2011
2527,Intel Corei7-6700HQ,14,45,2015
2528,Intel Corei7-6770HQ,14,45,2016
2529,Intel Corei7-6820HK,14,45,2015
2530,Intel Corei7-6820HQ,14,45,2015
2531,Intel Corei7-7500U,14,15,2016
2532,Intel Corei7-7567U,14,28,2017
2533,Intel Corei7-7600U,14,15,2017
2534,Intel Corei7-7700HQ,14,45,2017
2535,Intel Corei7-7740K,14,112,2017
2536,Intel Corei7-7820HQ,14,15,2017
2537,Intel Corei7-7900X,14,140,2017
2538,Intel Corei7720Q,45,45,2009
2539,Intel Corei7740Q,45,45,2010
2540,Intel Corem3-6Y30,14,5,2015
2541,Intel Corem3-7Y30,14,5,2016
2542,Intel Pentium1403 v2,22,80,2014
2543,Intel Pentium43.20GHz,130,82,2014
2544,Intel PentiumD1517,14,25,2015
2545,Intel PentiumD1519,14,25,2016
2546,Intel PentiumD2.80GHz,90,95,2005
2547,Intel PentiumD3.20GHz,65,95,2007
2548,Intel PentiumDualT2370,65,35,2008
2549,Intel PentiumDualT3200,65,35,2009
2550,Intel PentiumG2030,22,55,2013
2551,Intel PentiumG3240,22,53,2017
2552,Intel PentiumG3260,22,53,2015
2553,Intel PentiumN3540,22,8,2014
2554,Intel PentiumN3700,14,6,2015
2555,Intel PentiumN3710,14,6,2015
2556,Intel PentiumN4200,14,6,2016
2557,Intel PentiumSilverJ5040,14,10,2019
2558,Intel PentiumT4500,45,35,2010
2559,Intel U7300,20,10,2009
2560,Intel Xeon D-1521,14,45,2015
2561,Intel Xeon D-1527,14,35,2015
2562,Intel Xeon D-2146NT,14,80,2018
2563,Intel Xeon D-2191,14,86,2018
2564,Intel Xeon E3-1220 v5,14,80,2015
2565,Intel Xeon E3-1225 v5,14,80,2015
2566,Intel Xeon E3-1225 v6,14,73,2017
2567,Intel Xeon E3-1230 v5,14,80,2015
2568,Intel Xeon E3-1231 v3,22,80,2014
2569,Intel Xeon E3-1235L v5,14,25,2015
2570,Intel Xeon E3-1245 v5,14,80,2015
2571,Intel Xeon E3-1246 v3,22,84,2014
2572,Intel Xeon E3-1260L v5,14,45,2015
2573,Intel Xeon E3-1270 v5,14,80,2015
2574,Intel Xeon E3-1271 v3,22,80,2014
2575,Intel Xeon E3-1275L v3,22,45,2014
2576,Intel Xeon E3-1275 v5,14,80,2015
2577,Intel Xeon E3-1275 v6,14,73,2017
2578,Intel Xeon E3-1276 v3,22,84,2014
2579,Intel Xeon E3-1505M v5,14,45,2015
2580,Intel Xeon E31220,32,80,2011
2581,Intel Xeon E31230,32,80,2011
2582,Intel Xeon E31245,32,95,2011
2583,Intel Xeon E312xx,32,80,2018
2584,Intel Xeon E5-1603 v3,22,140,2014
2585,Intel Xeon E5-16200,32,130,2012
2586,Intel Xeon E5-1620 v3,22,140,2014
2587,Intel Xeon E5-1650 v3,22,140,2014
2588,Intel Xeon E5-1650 v4,14,140,2016
2589,Intel Xeon E5-1680 v3,22,140,2014
2590,Intel Xeon E5-2450L0,32,70,2012
2591,Intel Xeon E5-26090,32,80,2012
2592,Intel Xeon E5-2609 v4,14,85,2016
2593,Intel Xeon E5-2620 v3,22,85,2014
2594,Intel Xeon E5-2630L0,32,60,2012
2595,Intel Xeon E5-2640 v4,14,90,2016
2596,Intel Xeon E5-2650 v3,22,105,2014
2597,Intel Xeon E5-2667 v3,22,135,2014
2598,Intel Xeon E5-2667 v4,14,135,2016
2599,Intel Xeon E5-2680 v3,22,120,2014
2600,Intel Xeon E5-2680 v4,14,120,2016
2601,Intel Xeon E5-2687W v3,22,160,2014
2602,Intel Xeon E5-2690 v4,14,135,2016
2603,Intel Xeon E5310,65,80,2006
2604,Intel Xeon E5410,45,80,2007
2605,Intel Xeon E5420,45,80,2007
2606,Intel Xeon E5450,45,80,2007
2607,Intel Xeon Gold 5215,14,85,2019
2608,Intel Xeon Gold 6136,14,150,2017
2609,Intel Xeon Gold 6138,14,125,2017
2610,Intel Xeon Gold 6210U,14,150,2019
2611,Intel Xeon Gold 6212U,14,165,2019
2612,Intel Xeon Gold 6238,14,140,2019
2613,Intel Xeon Gold 6238R,14,165,2020
2614,Intel Xeon Gold 6248,14,150,2019
2615,Intel Xeon Gold 6250,14,185,2020
2616,Intel Xeon Platinum8124M,14,240,2017
2617,Intel Xeon Platinum8163,14,165,2017
2618,Intel Xeon Platinum8259CL,14,210,2020
2619,Intel Xeon Platinum8380,10,270,2021
2620,Intel Xeon Silver4108,14,85,2017
2621,Intel Xeon Silver4210,14,85,2019
2622,Intel Xeon W-2133,14,140,2017
2623,Intel Xeon W-2155,14,140,2017
2624,Intel Xeon W-2295,14,165,2019
2625,Intel Xeon X3430,45,95,2009
2626,Intel Xeon X3440,45,95,2009
2627,Intel Xeon X3450,45,95,2009
2628,Intel Xeon X3460,45,95,2009
2629,Intel Xeon X3470,45,95,2009
2630,Intel AtomC2550,22,14,2013
2631,Intel AtomC2750,22,20,2013
2632,Intel AtomC3338,14,9,2017
2633,Intel AtomC3558,14,16,2017
2634,Intel AtomC3950,14,24,2017
