,idPhoronix,nb_models,ls_architecture,ls_cpuop-mode,ls_cpu,ls_threadpercore,ls_corepersocket,ls_socket,ls_numanode,ls_vendorid,ls_cpufamily,ls_model,ls_modelname,ls_stepping,ls_cpumhz,ls_cpumaxmhz,ls_cpuminmhz,ls_bogomips,ls_l1dcache,ls_l1icache,ls_l2cache,ls_l3cache,cp_vendor_id,cp_cpufamily,cp_model,cp_modelname,cp_stepping,cp_cpumhz,cp_cachesize,cp_physicalid,cp_siblings,cp_cpucores,cp_apicid,cp_cpuidlevel,cp_bogomips,cp_clflushsize,cp_cache_alignment,cp_addresssizes,price_dollar,cp_modelname.1,ls_range,ls_modelname.1,id,Model name,Process,TDP,Release Year
393.0,AMDEPYC72518-Core,1,x86_64,32.64,16.0,2.0,8.0,1.0,4.0,AuthenticAMD,23.0,1.0,AMDEPYC72518-CoreProcessor,2.0,2095.803,2100.0,1200.0,4191.6,32.0,64.0,512.0,4096.0,AuthenticAMD,23.0,1.0,AMDEPYC72518-CoreProcessor,2.0,2095.803,512.0,0.0,16.0,8.0,0.0,13.0,4191.6,64.0,64.0,48.48,510.0,AMD EPYC 72518-CoreProcessor,AMD EPYC,AMD EPYC 72518-CoreProcessor,AMD EPYC 72518-Core,AMD EPYC 7251,14.0,120.0,2017.0
394.0,AMDEPYC72528-Core,1,x86_64,32.64,16.0,2.0,8.0,1.0,1.0,AuthenticAMD,23.0,49.0,AMDEPYC72528-CoreProcessor,0.0,1477.1570000000002,3100.0,1500.0,6188.39,256.0,256.0,4000.0,64000.0,AuthenticAMD,23.0,49.0,AMDEPYC72528-CoreProcessor,0.0,1497.085,512.0,0.0,16.0,8.0,0.0,16.0,6188.39,64.0,64.0,43.48,1417.0,AMD EPYC 72528-CoreProcessor,AMD EPYC,AMD EPYC 72528-CoreProcessor,AMD EPYC 72528-Core,AMD EPYC 7252,7.0,120.0,2019.0
396.0,AMDEPYC72628-Core,1,x86_64,32.64,16.0,2.0,8.0,1.0,1.0,AuthenticAMD,23.0,49.0,AMDEPYC72628-CoreProcessor,0.0,3272.04,3200.0,1500.0,6388.32,256.0,256.0,4000.0,128000.0,AuthenticAMD,23.0,49.0,AMDEPYC72628-CoreProcessor,0.0,3003.208,512.0,0.0,16.0,8.0,0.0,16.0,6388.32,64.0,64.0,43.48,1080.0,AMD EPYC 72628-CoreProcessor,AMD EPYC,AMD EPYC 72628-CoreProcessor,AMD EPYC 72628-Core,AMD EPYC 7262,7.0,155.0,2019.0
397.0,AMDEPYC727212-Core,1,x86_64,32.64,24.0,2.0,12.0,1.0,1.0,AuthenticAMD,23.0,49.0,AMDEPYC727212-CoreProcessor,0.0,1347.8670000000002,2900.0,1500.0,5789.35,384.0,384.0,6000.0,64000.0,AuthenticAMD,23.0,49.0,AMDEPYC727212-CoreProcessor,0.0,1496.635,512.0,0.0,24.0,12.0,0.0,16.0,5789.35,64.0,64.0,43.48,2986.0,AMD EPYC 727212-CoreProcessor,AMD EPYC,AMD EPYC 727212-CoreProcessor,AMD EPYC 727212-Core,AMD EPYC 7272,7.0,120.0,2019.0
398.0,AMDEPYC728116-Core,1,x86_64,32.64,32.0,2.0,16.0,1.0,4.0,AuthenticAMD,23.0,1.0,AMDEPYC728116-CoreProcessor,2.0,2096.044,2096.045,2096.0460000000003,4192.08,32.0,64.0,512.0,4096.0,AuthenticAMD,23.0,1.0,AMDEPYC728116-CoreProcessor,2.0,2096.044,512.0,0.0,32.0,16.0,0.0,13.0,4192.08,64.0,64.0,43.48,553.0,AMD EPYC 728116-CoreProcessor,AMD EPYC,AMD EPYC 728116-CoreProcessor,AMD EPYC 728116-Core,AMD EPYC 7281,14.0,170.0,2017.0
399.0,AMDEPYC728216-Core,1,x86_64,32.64,32.0,2.0,16.0,1.0,1.0,AuthenticAMD,23.0,49.0,AMDEPYC728216-CoreProcessor,0.0,2800.0,2800.0,1500.0,5600.09,32.0,32.0,512.0,16384.0,AuthenticAMD,23.0,49.0,AMDEPYC728216-CoreProcessor,0.0,2800.0,512.0,0.0,32.0,16.0,0.0,16.0,5600.09,64.0,64.0,43.48,2489.0,AMD EPYC 728216-CoreProcessor,AMD EPYC,AMD EPYC 728216-CoreProcessor,AMD EPYC 728216-Core,AMD EPYC 7282,7.0,120.0,2019.0
400.0,AMDEPYC72F38-Core,1,x86_64,32.64,16.0,2.0,8.0,1.0,1.0,AuthenticAMD,25.0,1.0,AMDEPYC72F38-CoreProcessor,1.0,3700.0,4137.207,1500.0,7400.22,256.0,256.0,4000.0,256000.0,AuthenticAMD,25.0,1.0,AMDEPYC72F38-CoreProcessor,1.0,3700.0,512.0,0.0,16.0,8.0,0.0,16.0,7400.68,64.0,64.0,48.48,2888.0,AMD EPYC 72F38-CoreProcessor,AMD EPYC,AMD EPYC 72F38-CoreProcessor,AMD EPYC 72F38-Core,AMD EPYC 72F3,7.0,180.0,2021.0
402.0,AMDEPYC730216-Core,1,x86_64,32.64,32.0,2.0,16.0,1.0,1.0,AuthenticAMD,23.0,49.0,AMDEPYC730216-CoreProcessor,0.0,1875.09,3000.0,1500.0,5988.66,512.0,512.0,8000.0,128000.0,AuthenticAMD,23.0,49.0,AMDEPYC730216-CoreProcessor,0.0,1795.9029999999998,512.0,0.0,32.0,16.0,0.0,16.0,5988.66,64.0,64.0,43.48,2380.0,AMD EPYC 730216-CoreProcessor,AMD EPYC,AMD EPYC 730216-CoreProcessor,AMD EPYC 730216-Core,AMD EPYC 7302,7.0,155.0,2019.0
403.0,AMDEPYC7302P16-Core,1,x86_64,32.64,32.0,2.0,16.0,1.0,1.0,AuthenticAMD,23.0,49.0,AMDEPYC7302P16-CoreProcessor,0.0,1475.736,3000.0,1500.0,5988.95,512.0,512.0,8000.0,128000.0,AuthenticAMD,23.0,49.0,AMDEPYC7302P16-CoreProcessor,0.0,1495.601,512.0,0.0,32.0,16.0,0.0,16.0,5988.95,64.0,64.0,43.48,1357.0,AMD EPYC 7302P16-CoreProcessor,AMD EPYC,AMD EPYC 7302P16-CoreProcessor,AMD EPYC 7302P16-Core,AMD EPYC 7302P,7.0,155.0,2019.0
404.0,AMDEPYC731316-Core,1,x86_64,32.64,32.0,2.0,16.0,1.0,1.0,AuthenticAMD,25.0,1.0,AMDEPYC731316-CoreProcessor,1.0,3000.0,3729.4919,1500.0,5988.79,512.0,512.0,8000.0,128000.0,AuthenticAMD,25.0,1.0,AMDEPYC731316-CoreProcessor,1.0,3000.0,512.0,0.0,32.0,16.0,0.0,16.0,5988.79,64.0,64.0,48.48,1083.0,AMD EPYC 731316-CoreProcessor,AMD EPYC,AMD EPYC 731316-CoreProcessor,AMD EPYC 731316-Core,AMD EPYC 7313,7.0,155.0,2021.0
406.0,AMDEPYC734316-Core,1,x86_64,32.64,32.0,2.0,16.0,1.0,1.0,AuthenticAMD,25.0,1.0,AMDEPYC734316-CoreProcessor,1.0,3200.0,3940.625,1500.0,6388.15,512.0,512.0,8000.0,128000.0,AuthenticAMD,25.0,1.0,AMDEPYC734316-CoreProcessor,1.0,3200.0,512.0,0.0,32.0,16.0,0.0,16.0,6388.15,64.0,64.0,48.48,1565.0,AMD EPYC 734316-CoreProcessor,AMD EPYC,AMD EPYC 734316-CoreProcessor,AMD EPYC 734316-Core,AMD EPYC 7343,7.0,190.0,2021.0
407.0,AMDEPYC7351P16-Core,1,x86_64,32.64,32.0,2.0,16.0,1.0,4.0,AuthenticAMD,23.0,1.0,AMDEPYC7351P16-CoreProcessor,2.0,2395.438,2400.0,1200.0,4790.87,32.0,64.0,512.0,8192.0,AuthenticAMD,23.0,1.0,AMDEPYC7351P16-CoreProcessor,2.0,2395.438,512.0,0.0,32.0,16.0,0.0,13.0,4790.87,64.0,64.0,48.48,999.0,AMD EPYC 7351P16-CoreProcessor,AMD EPYC,AMD EPYC 7351P16-CoreProcessor,AMD EPYC 7351P16-Core,AMD EPYC 7351,14.0,170.0,2017.0
409.0,AMDEPYC735224-Core,1,x86_64,32.64,48.0,2.0,24.0,1.0,1.0,AuthenticAMD,23.0,49.0,AMDEPYC735224-CoreProcessor,0.0,1496.9470000000001,2300.0,1500.0,4591.34,768.0,768.0,12000.0,128000.0,AuthenticAMD,23.0,49.0,AMDEPYC735224-CoreProcessor,0.0,1495.4579999999999,512.0,0.0,48.0,24.0,0.0,16.0,4591.34,64.0,64.0,43.48,2500.0,AMD EPYC 735224-CoreProcessor,AMD EPYC,AMD EPYC 735224-CoreProcessor,AMD EPYC 735224-Core,AMD EPYC 7352,7.0,155.0,2019.0
411.0,AMDEPYC73F316-Core,1,x86_64,32.64,32.0,2.0,16.0,1.0,1.0,AuthenticAMD,25.0,1.0,AMDEPYC73F316-CoreProcessor,1.0,3500.0,4036.6211,1500.0,6987.36,512.0,512.0,8000.0,256000.0,AuthenticAMD,25.0,1.0,AMDEPYC73F316-CoreProcessor,1.0,3500.0,512.0,0.0,32.0,16.0,0.0,16.0,6987.36,64.0,64.0,48.48,3521.0,AMD EPYC 73F316-CoreProcessor,AMD EPYC,AMD EPYC 73F316-CoreProcessor,AMD EPYC 73F316-Core,AMD EPYC 73F3,7.0,240.0,2021.0
413.0,AMDEPYC7401P24-Core,1,x86_64,32.64,48.0,2.0,24.0,1.0,4.0,AuthenticAMD,23.0,1.0,AMDEPYC7401P24-CoreProcessor,2.0,1996.136,2000.0,1200.0,3992.27,32.0,64.0,512.0,8192.0,AuthenticAMD,23.0,1.0,AMDEPYC7401P24-CoreProcessor,2.0,1996.136,512.0,0.0,48.0,24.0,0.0,13.0,3992.27,64.0,64.0,48.48,844.0,AMD EPYC 7401P24-CoreProcessor,AMD EPYC,AMD EPYC 7401P24-CoreProcessor,AMD EPYC 7401P24-Core,AMD EPYC 7401P,14.0,170.0,2017.0
414.0,AMDEPYC740224-Core,1,x86_64,32.64,48.0,2.0,24.0,1.0,1.0,AuthenticAMD,23.0,49.0,AMDEPYC740224-CoreProcessor,0.0,1794.0929999999998,2800.0,1500.0,5589.71,768.0,768.0,12000.0,128000.0,AuthenticAMD,23.0,49.0,AMDEPYC740224-CoreProcessor,0.0,1794.486,512.0,0.0,48.0,24.0,0.0,16.0,5589.71,64.0,64.0,43.48,2500.0,AMD EPYC 740224-CoreProcessor,AMD EPYC,AMD EPYC 740224-CoreProcessor,AMD EPYC 740224-Core,AMD EPYC 7402,7.0,180.0,2019.0
415.0,AMDEPYC7402P24-Core,1,x86_64,32.64,48.0,2.0,24.0,1.0,1.0,AuthenticAMD,23.0,49.0,AMDEPYC7402P24-CoreProcessor,0.0,2800.0,2800.0,1500.0,5600.31,32.0,32.0,512.0,16384.0,AuthenticAMD,23.0,49.0,AMDEPYC7402P24-CoreProcessor,0.0,2800.0,512.0,0.0,48.0,24.0,0.0,16.0,5600.31,64.0,64.0,43.48,3499.0,AMD EPYC 7402P24-CoreProcessor,AMD EPYC,AMD EPYC 7402P24-CoreProcessor,AMD EPYC 7402P24-Core,AMD EPYC 7402P,7.0,180.0,2019.0
417.0,AMDEPYC744324-Core,1,x86_64,32.64,48.0,2.0,24.0,1.0,1.0,AuthenticAMD,25.0,1.0,AMDEPYC744324-CoreProcessor,1.0,1144.239,4035.6440000000002,1500.0,5689.21,768.0,768.0,12000.0,128000.0,AuthenticAMD,25.0,1.0,AMDEPYC744324-CoreProcessor,1.0,2850.0,512.0,0.0,48.0,24.0,0.0,16.0,5689.21,64.0,64.0,48.48,1337.0,AMD EPYC 744324-CoreProcessor,AMD EPYC,AMD EPYC 744324-CoreProcessor,AMD EPYC 744324-Core,AMD EPYC 7443,7.0,200.0,2021.0
420.0,AMDEPYC745232-Core,1,x86_64,32.64,64.0,2.0,32.0,1.0,1.0,AuthenticAMD,23.0,49.0,AMDEPYC745232-CoreProcessor,0.0,1500.0,2350.0,1500.0,4700.16,1000.0,1000.0,16000.0,128000.0,AuthenticAMD,23.0,49.0,AMDEPYC745232-CoreProcessor,0.0,1500.0,512.0,0.0,64.0,32.0,0.0,16.0,4700.16,64.0,64.0,43.48,3614.0,AMD EPYC 745232-CoreProcessor,AMD EPYC,AMD EPYC 745232-CoreProcessor,AMD EPYC 745232-Core,AMD EPYC 7452,7.0,155.0,2019.0
421.0,AMDEPYC745328-Core,1,x86_64,32.64,56.0,2.0,28.0,1.0,1.0,AuthenticAMD,25.0,1.0,AMDEPYC745328-CoreProcessor,1.0,2750.0,3488.5249,1500.0,5489.71,896.0,896.0,14000.0,64000.0,AuthenticAMD,25.0,1.0,AMDEPYC745328-CoreProcessor,1.0,2750.0,512.0,0.0,56.0,28.0,0.0,16.0,5489.71,64.0,64.0,48.48,1768.0,AMD EPYC 745328-CoreProcessor,AMD EPYC,AMD EPYC 745328-CoreProcessor,AMD EPYC 745328-Core,AMD EPYC 7453,7.0,225.0,2021.0
422.0,AMDEPYC74F324-Core,1,x86_64,32.64,48.0,2.0,24.0,1.0,1.0,AuthenticAMD,25.0,1.0,AMDEPYC74F324-CoreProcessor,1.0,3200.0,4037.5,1500.0,6388.35,768.0,768.0,12000.0,256000.0,AuthenticAMD,25.0,1.0,AMDEPYC74F324-CoreProcessor,1.0,3200.0,512.0,0.0,48.0,24.0,0.0,16.0,6388.35,64.0,64.0,48.48,2900.0,AMD EPYC 74F324-CoreProcessor,AMD EPYC,AMD EPYC 74F324-CoreProcessor,AMD EPYC 74F324-Core,AMD EPYC 74F3,7.0,240.0,2021.0
424.0,AMDEPYC750232-Core,1,x86_64,32.64,64.0,2.0,32.0,1.0,1.0,AuthenticAMD,23.0,49.0,AMDEPYC750232-CoreProcessor,0.0,1795.2079999999999,2500.0,1500.0,4990.83,32.0,32.0,512.0,16384.0,AuthenticAMD,23.0,49.0,AMDEPYC750232-CoreProcessor,0.0,1795.906,512.0,0.0,64.0,32.0,0.0,16.0,4990.83,64.0,64.0,43.48,3599.0,AMD EPYC 750232-CoreProcessor,AMD EPYC,AMD EPYC 750232-CoreProcessor,AMD EPYC 750232-Core,AMD EPYC 7502,7.0,180.0,2019.0
425.0,AMDEPYC7502P32-Core,1,x86_64,32.64,64.0,2.0,32.0,1.0,1.0,AuthenticAMD,23.0,49.0,AMDEPYC7502P32-CoreProcessor,0.0,1473.736,2500.0,1500.0,4990.53,1000.0,1000.0,16000.0,128000.0,AuthenticAMD,23.0,49.0,AMDEPYC7502P32-CoreProcessor,0.0,1557.9720000000002,512.0,0.0,64.0,32.0,0.0,16.0,4990.53,64.0,64.0,43.48,3950.0,AMD EPYC 7502P32-CoreProcessor,AMD EPYC,AMD EPYC 7502P32-CoreProcessor,AMD EPYC 7502P32-Core,AMD EPYC 7502P,7.0,180.0,2019.0
427.0,AMDEPYC754232-Core,1,x86_64,32.64,64.0,2.0,32.0,1.0,1.0,AuthenticAMD,23.0,49.0,AMDEPYC754232-CoreProcessor,0.0,1465.737,2900.0,1500.0,5789.21,1000.0,1000.0,16000.0,128000.0,AuthenticAMD,23.0,49.0,AMDEPYC754232-CoreProcessor,0.0,1411.3970000000002,512.0,0.0,64.0,32.0,0.0,16.0,5789.21,64.0,64.0,43.48,4093.0,AMD EPYC 754232-CoreProcessor,AMD EPYC,AMD EPYC 754232-CoreProcessor,AMD EPYC 754232-Core,AMD EPYC 7542,7.0,225.0,2019.0
428.0,AMDEPYC754332-Core,1,x86_64,32.64,64.0,2.0,32.0,1.0,4.0,AuthenticAMD,25.0,1.0,AMDEPYC754332-CoreProcessor,1.0,1500.0,3737.8899,1500.0,5600.15,1000.0,1000.0,16000.0,256000.0,AuthenticAMD,25.0,1.0,AMDEPYC754332-CoreProcessor,1.0,1500.0,512.0,0.0,64.0,32.0,0.0,16.0,5600.15,64.0,64.0,43.48,7522.0,AMD EPYC 754332-CoreProcessor,AMD EPYC,AMD EPYC 754332-CoreProcessor,AMD EPYC 754332-Core,AMD EPYC 7543,7.0,225.0,2021.0
430.0,AMDEPYC755132-Core,1,x86_64,32.64,64.0,2.0,32.0,1.0,4.0,AuthenticAMD,23.0,1.0,AMDEPYC755132-CoreProcessor,2.0,1996.0739999999998,2000.0,1200.0,3992.14,32.0,64.0,512.0,8192.0,AuthenticAMD,23.0,1.0,AMDEPYC755132-CoreProcessor,2.0,1996.0739999999998,512.0,0.0,64.0,32.0,0.0,13.0,3992.14,64.0,64.0,48.48,3750.0,AMD EPYC 755132-CoreProcessor,AMD EPYC,AMD EPYC 755132-CoreProcessor,AMD EPYC 755132-Core,AMD EPYC 7551,14.0,180.0,2017.0
431.0,AMDEPYC7551P32-Core,1,x86_64,32.64,64.0,2.0,32.0,1.0,4.0,AuthenticAMD,23.0,1.0,AMDEPYC7551P32-CoreProcessor,2.0,1996.2,1996.2,1996.2,3992.4,32.0,64.0,512.0,8192.0,AuthenticAMD,23.0,1.0,AMDEPYC7551P32-CoreProcessor,2.0,1996.2,512.0,0.0,64.0,32.0,0.0,13.0,3992.4,64.0,64.0,43.48,1472.0,AMD EPYC 7551P32-CoreProcessor,AMD EPYC,AMD EPYC 7551P32-CoreProcessor,AMD EPYC 7551P32-Core,AMD EPYC 7551P,14.0,180.0,2017.0
432.0,AMDEPYC755248-Core,1,x86_64,32.64,96.0,2.0,48.0,1.0,1.0,AuthenticAMD,23.0,49.0,AMDEPYC755248-CoreProcessor,0.0,1340.999,2200.0,1500.0,4391.96,1.5,1.5,24000.0,192000.0,AuthenticAMD,23.0,49.0,AMDEPYC755248-CoreProcessor,0.0,1495.965,512.0,0.0,96.0,48.0,0.0,16.0,4391.96,64.0,64.0,43.48,9045.0,AMD EPYC 755248-CoreProcessor,AMD EPYC,AMD EPYC 755248-CoreProcessor,AMD EPYC 755248-Core,AMD EPYC 7552,7.0,200.0,2019.0
433.0,AMDEPYC75F332-Core,1,x86_64,32.64,64.0,2.0,32.0,1.0,1.0,AuthenticAMD,25.0,1.0,AMDEPYC75F332-CoreProcessor,1.0,2950.0,2950.0,1500.0,5889.08,1000.0,1000.0,16000.0,256000.0,AuthenticAMD,25.0,1.0,AMDEPYC75F332-CoreProcessor,1.0,2950.0,512.0,0.0,64.0,32.0,0.0,16.0,5889.08,64.0,64.0,48.48,6804.0,AMD EPYC 75F332-CoreProcessor,AMD EPYC,AMD EPYC 75F332-CoreProcessor,AMD EPYC 75F332-Core,AMD EPYC 75F3,7.0,280.0,2021.0
434.0,AMDEPYC760132-Core,1,x86_64,32.64,64.0,2.0,32.0,1.0,4.0,AuthenticAMD,23.0,1.0,AMDEPYC760132-CoreProcessor,2.0,2195.758,2200.0,1200.0,4391.51,32.0,64.0,512.0,8192.0,AuthenticAMD,23.0,1.0,AMDEPYC760132-CoreProcessor,2.0,2195.758,512.0,0.0,64.0,32.0,0.0,13.0,4391.51,64.0,64.0,48.48,9060.0,AMD EPYC 760132-CoreProcessor,AMD EPYC,AMD EPYC 760132-CoreProcessor,AMD EPYC 760132-Core,AMD EPYC 7601,14.0,180.0,2017.0
435.0,AMDEPYC764248-Core,1,x86_64,32.64,96.0,2.0,48.0,1.0,1.0,AuthenticAMD,23.0,49.0,AMDEPYC764248-CoreProcessor,0.0,1495.335,2300.0,1500.0,4591.25,1.5,1.5,24000.0,256000.0,AuthenticAMD,23.0,49.0,AMDEPYC764248-CoreProcessor,0.0,1497.057,512.0,0.0,96.0,48.0,0.0,16.0,4591.25,64.0,64.0,43.48,4775.0,AMD EPYC 764248-CoreProcessor,AMD EPYC,AMD EPYC 764248-CoreProcessor,AMD EPYC 764248-Core,AMD EPYC 7642,7.0,225.0,2019.0
436.0,AMDEPYC764348-Core,1,x86_64,32.64,96.0,2.0,48.0,1.0,1.0,AuthenticAMD,25.0,1.0,AMDEPYC764348-CoreProcessor,1.0,2300.0,3640.917,1500.0,4591.27,1.5,1.5,24000.0,256000.0,AuthenticAMD,25.0,1.0,AMDEPYC764348-CoreProcessor,1.0,2300.0,512.0,0.0,96.0,48.0,0.0,16.0,4591.27,64.0,64.0,48.48,4995.0,AMD EPYC 764348-CoreProcessor,AMD EPYC,AMD EPYC 764348-CoreProcessor,AMD EPYC 764348-Core,AMD EPYC 7643,7.0,225.0,2021.0
438.0,AMDEPYC770264-Core,1,x86_64,32.64,128.0,2.0,64.0,1.0,1.0,AuthenticAMD,23.0,49.0,AMDEPYC770264-CoreProcessor,0.0,1417.411,2000.0,1500.0,3992.54,2000.0,2000.0,32000.0,256000.0,AuthenticAMD,23.0,49.0,AMDEPYC770264-CoreProcessor,0.0,1495.1860000000001,512.0,0.0,128.0,64.0,0.0,16.0,3992.54,64.0,64.0,43.48,8000.0,AMD EPYC 770264-CoreProcessor,AMD EPYC,AMD EPYC 770264-CoreProcessor,AMD EPYC 770264-Core,AMD EPYC 7702,7.0,200.0,2019.0
439.0,AMDEPYC7702P64-Core,1,x86_64,32.64,128.0,2.0,64.0,1.0,1.0,AuthenticAMD,23.0,49.0,AMDEPYC7702P64-CoreProcessor,0.0,1500.0,2000.0,1500.0,4000.09,32.0,32.0,512.0,16384.0,AuthenticAMD,23.0,49.0,AMDEPYC7702P64-CoreProcessor,0.0,1500.0,512.0,0.0,128.0,64.0,0.0,16.0,4000.09,64.0,64.0,43.48,4336.0,AMD EPYC 7702P64-CoreProcessor,AMD EPYC,AMD EPYC 7702P64-CoreProcessor,AMD EPYC 7702P64-Core,AMD EPYC 7702P,7.0,200.0,2019.0
440.0,AMDEPYC771364-Core,1,x86_64,32.64,128.0,2.0,64.0,1.0,1.0,AuthenticAMD,25.0,1.0,AMDEPYC771364-CoreProcessor,1.0,2000.0,3720.7029,1500.0,3992.82,2000.0,2000.0,32000.0,256000.0,AuthenticAMD,25.0,1.0,AMDEPYC771364-CoreProcessor,1.0,2000.0,512.0,0.0,128.0,64.0,0.0,16.0,3992.82,64.0,64.0,48.48,7000.0,AMD EPYC 771364-CoreProcessor,AMD EPYC,AMD EPYC 771364-CoreProcessor,AMD EPYC 771364-Core,AMD EPYC 7713,7.0,225.0,2021.0
442.0,AMDEPYC774264-Core,1,x86_64,32.64,128.0,2.0,64.0,1.0,1.0,AuthenticAMD,23.0,49.0,AMDEPYC774264-CoreProcessor,0.0,3054.5429999999997,2250.0,1500.0,4491.85,32.0,32.0,512.0,16384.0,AuthenticAMD,23.0,49.0,AMDEPYC774264-CoreProcessor,0.0,3209.156,512.0,0.0,128.0,64.0,0.0,16.0,4491.85,64.0,64.0,43.48,5825.0,AMD EPYC 774264-CoreProcessor,AMD EPYC,AMD EPYC 774264-CoreProcessor,AMD EPYC 774264-Core,AMD EPYC 7742,7.0,225.0,2019.0
443.0,AMDEPYC776364-Core,1,x86_64,32.64,128.0,2.0,64.0,1.0,1.0,AuthenticAMD,25.0,1.0,AMDEPYC776364-CoreProcessor,1.0,1500.0,3529.052,1500.0,4900.46,2000.0,2000.0,32000.0,256000.0,AuthenticAMD,25.0,1.0,AMDEPYC776364-CoreProcessor,1.0,1500.0,512.0,0.0,128.0,64.0,0.0,16.0,4900.46,64.0,64.0,48.48,7890.0,AMD EPYC 776364-CoreProcessor,AMD EPYC,AMD EPYC 776364-CoreProcessor,AMD EPYC 776364-Core,AMD EPYC 7763,7.0,280.0,2021.0
444.0,AMDEPYC7F328-Core,1,x86_64,32.64,16.0,2.0,8.0,1.0,1.0,AuthenticAMD,23.0,49.0,AMDEPYC7F328-CoreProcessor,0.0,2500.0,3913.1831,2500.0,7400.14,256.0,256.0,4000.0,128000.0,AuthenticAMD,23.0,49.0,AMDEPYC7F328-CoreProcessor,0.0,2500.0,512.0,0.0,16.0,8.0,0.0,16.0,7400.14,64.0,64.0,43.48,2100.0,AMD EPYC 7F328-CoreProcessor,AMD EPYC,AMD EPYC 7F328-CoreProcessor,AMD EPYC 7F328-Core,AMD EPYC 7F32,7.0,180.0,2020.0
445.0,AMDEPYC7F5216-Core,1,x86_64,32.64,32.0,2.0,16.0,1.0,1.0,AuthenticAMD,23.0,49.0,AMDEPYC7F5216-CoreProcessor,0.0,2546.453,3500.0,2500.0,6987.04,512.0,512.0,8000.0,256000.0,AuthenticAMD,23.0,49.0,AMDEPYC7F5216-CoreProcessor,0.0,2500.0,512.0,0.0,32.0,16.0,0.0,16.0,7000.31,64.0,64.0,43.48,3100.0,AMD EPYC 7F5216-CoreProcessor,AMD EPYC,AMD EPYC 7F5216-CoreProcessor,AMD EPYC 7F5216-Core,AMD EPYC 7F52,7.0,155.0,2020.0
446.0,AMDEPYC7F7224-Core,1,x86_64,32.64,48.0,2.0,24.0,1.0,1.0,AuthenticAMD,23.0,49.0,AMDEPYC7F7224-CoreProcessor,0.0,1886.335,3200.0,2500.0,6388.1,768.0,768.0,12000.0,192000.0,AuthenticAMD,23.0,49.0,AMDEPYC7F7224-CoreProcessor,0.0,1929.902,512.0,0.0,48.0,24.0,0.0,16.0,6388.1,64.0,64.0,43.48,2450.0,AMD EPYC 7F7224-CoreProcessor,AMD EPYC,AMD EPYC 7F7224-CoreProcessor,AMD EPYC 7F7224-Core,AMD EPYC 7F72,7.0,240.0,2020.0
449.0,AMDFX-4100,1,x86_64,,4.0,2.0,2.0,1.0,1.0,AuthenticAMD,,1.0,,,,,,7633.59,16.0,64.0,2048.0,8192.0,AuthenticAMD,21.0,1.0,AMDFX(tm)-4100Quad-CoreProcessor,2.0,3817.0640000000003,2048.0,0.0,4.0,2.0,0.0,13.0,7634.12,64.0,64.0,48.48,26.0,AMD FX-4100Quad-CoreProcessor,AMD FX,,AMD FX-4100,AMD FX-4100,32.0,95.0,2011.0
454.0,AMDFX-4300,1,x86_64,32.64,4.0,2.0,2.0,1.0,1.0,AuthenticAMD,21.0,2.0,AMDFX(tm)-4300Quad-CoreProcessor,0.0,3800.0,3800.0,1400.0,7600.13,16.0,64.0,2048.0,4096.0,AuthenticAMD,21.0,2.0,AMDFX(tm)-4300Quad-CoreProcessor,0.0,1400.0,2048.0,0.0,4.0,2.0,16.0,13.0,7600.13,64.0,64.0,48.48,27.0,AMD FX-4300Quad-CoreProcessor,AMD FX,AMD FX-4300Quad-CoreProcessor,AMD FX-4300,AMD FX-4300,32.0,95.0,2012.0
457.0,AMDFX-6100Six-Core,1,x86_64,32.64,6.0,2.0,3.0,1.0,1.0,AuthenticAMD,21.0,1.0,,2.0,4026.967,4026.968,4026.969,8058.9,16.0,64.0,2048.0,8192.0,AuthenticAMD,21.0,1.0,AMDFX(tm)-6100Six-CoreProcessor,2.0,4026.967,2048.0,0.0,6.0,3.0,0.0,13.0,8053.93,64.0,64.0,48.48,42.0,AMD FX-6100Six-CoreProcessor,AMD FX,,AMD FX-6100Six-Core,AMD FX-6100,32.0,95.0,2011.0
461.0,AMDFX-6300Six-Core,1,x86_64,32.64,6.0,2.0,3.0,1.0,1.0,AuthenticAMD,21.0,2.0,,0.0,1400.0,1400.0,1400.0,7023.87,16.0,64.0,2048.0,8192.0,AuthenticAMD,21.0,2.0,AMDFX(tm)-6300Six-CoreProcessor,0.0,1400.0,2048.0,0.0,6.0,3.0,16.0,13.0,7023.87,64.0,64.0,48.48,50.0,AMD FX-6300Six-CoreProcessor,AMD FX,,AMD FX-6300Six-Core,AMD FX-6300,32.0,95.0,2012.0
463.0,AMDFX-6350Six-Core,1,x86_64,32.64,6.0,2.0,3.0,1.0,1.0,AuthenticAMD,21.0,2.0,AMDFX(tm)-6350Six-CoreProcessor,0.0,1400.0,3900.0,1400.0,7829.41,16.0,64.0,2048.0,8192.0,AuthenticAMD,21.0,2.0,AMDFX(tm)-6350Six-CoreProcessor,0.0,1400.0,2048.0,0.0,6.0,3.0,16.0,13.0,7826.66,64.0,64.0,48.48,155.0,AMD FX-6350Six-CoreProcessor,AMD FX,AMD FX-6350Six-CoreProcessor,AMD FX-6350Six-Core,AMD FX-6350,32.0,125.0,2013.0
