id,Model name,Name,Producer,,Codename,cores,min_cores,max_cores,core,raw_clock,mid_clock_inter,val_mid,unit_mid,min_clock,max_clock_inter,max_clock,unit_clock_to,mid_final,unit_final,clock,Socket,Process (nm),L3 Cache,TDP (W),Released,rel_date,rel_year
114,AMD Athlon 64 2800+,Athlon 64 2800+,AMD,,NewCastle,1,,,1,1800 MHz,1800 MHz,1800,MHz,,,,,1800,MHz,"1,8",Socket 754,130,N/A,32,"Apr 27th, 2004",Apr 27th,2004
115,AMD Athlon 64 2800+,Athlon 64 2800+,AMD,,NewCastle,1,,,1,1800 MHz,1800 MHz,1800,MHz,,,,,1800,MHz,"1,8",Socket 754,130,N/A,89,"Apr 27th, 2004",Apr 27th,2004
116,AMD Athlon 64 2800+,Athlon 64 2800+,AMD,,Clawhammer,1,,,1,1800 MHz,1800 MHz,1800,MHz,,,,,1800,MHz,"1,8",Socket 754,130,N/A,89,"Apr 27th, 2004",Apr 27th,2004
117,AMD Athlon 64 2850e,Athlon 64 2850e,AMD,,Lima,1,,,1,1800 MHz,1800 MHz,1800,MHz,,,,,1800,MHz,"1,8",Socket AM2,65,N/A,22,"Aug 1st, 2008",Aug 1st,2008
118,AMD Athlon 64 3000+,Athlon 64 3000+,AMD,,Venice,1,,,1,2000 MHz,2000 MHz,2000,MHz,,,,,2000,MHz,2,Socket 754,90,N/A,51,"Jan 1st, 2001",Jan 1st,2001
119,AMD Athlon 64 3000+,Athlon 64 3000+,AMD,,Venice,1,,,1,2000 MHz,2000 MHz,2000,MHz,,,,,2000,MHz,2,Socket 754,90,N/A,51,"Jan 1st, 2001",Jan 1st,2001
120,AMD Athlon 64 3000+,Athlon 64 3000+,AMD,,Clawhammer,1,,,1,2000 MHz,2000 MHz,2000,MHz,,,,,2000,MHz,2,Socket 754,130,N/A,89,"Dec 15th, 2003",Dec 15th,2003
121,AMD Athlon 64 3000+,Athlon 64 3000+,AMD,,NewCastle,1,,,1,2000 MHz,2000 MHz,2000,MHz,,,,,2000,MHz,2,Socket 754,130,N/A,89,"Apr 27th, 2004",Apr 27th,2004
122,AMD Athlon 64 3000+,Athlon 64 3000+,AMD,,NewCastle,1,,,1,1800 MHz,1800 MHz,1800,MHz,,,,,1800,MHz,"1,8",Socket 754,130,N/A,32,"Apr 27th, 2004",Apr 27th,2004
123,AMD Athlon 64 3000+,Athlon 64 3000+,AMD,,Winchester,1,,,1,1800 MHz,1800 MHz,1800,MHz,,,,,1800,MHz,"1,8",Socket 939,90,N/A,67,"Oct 14th, 2004",Oct 14th,2004
124,AMD Athlon 64 3000+,Athlon 64 3000+,AMD,,NewCastle,1,,,1,1800 MHz,1800 MHz,1800,MHz,,,,,1800,MHz,"1,8",Socket 939,130,N/A,89,"Apr 27th, 2004",Apr 27th,2004
125,AMD Athlon 64 3000+,Athlon 64 3000+,AMD,,Newark,1,,,1,1800 MHz,1800 MHz,1800,MHz,,,,,1800,MHz,"1,8",Socket 754,130,N/A,62,"Apr 14th, 2005",Apr 14th,2005
126,AMD Athlon 64 3000+,Athlon 64 3000+,AMD,,Venice,1,,,1,1800 MHz,1800 MHz,1800,MHz,,,,,1800,MHz,"1,8",Socket 939,90,N/A,67,"Apr 4th, 2005",Apr 4th,2005
127,AMD Athlon 64 3000+,Athlon 64 3000+,AMD,,Orleans,1,,,1,1800 MHz,1800 MHz,1800,MHz,,,,,1800,MHz,"1,8",Socket AM2,90,N/A,62,"May 23rd, 2006",May 23rd,2006
128,AMD Athlon 64 3100+,Athlon 64 3100+,AMD,,Lima,1,,,1,2000 MHz,2000 MHz,2000,MHz,,,,,2000,MHz,2,Socket AM2,65,N/A,25,"Apr 21st, 2008",Apr 21st,2008
129,AMD Athlon 64 3200+,Athlon 64 3200+,AMD,,Venice,1,,,1,"2,2 GHz","2,2 GHz","2,2",GHz,,,,,"2,2",GHz,"2,2",Socket 754,90,N/A,59,"Jan 1st, 2001",Jan 1st,2001
130,AMD Athlon 64 3200+,Athlon 64 3200+,AMD,,Clawhammer,1,,,1,"2,2 GHz","2,2 GHz","2,2",GHz,,,,,"2,2",GHz,"2,2",Socket 754,130,N/A,89,"Jan 1st, 2001",Jan 1st,2001
131,AMD Athlon 64 3200+,Athlon 64 3200+,AMD,,Clawhammer,1,,,1,2000 MHz,2000 MHz,2000,MHz,,,,,2000,MHz,2,Socket 754,130,N/A,89,"Sep 23rd, 2003",Sep 23rd,2003
132,AMD Athlon 64 3200+,Athlon 64 3200+,AMD,,NewCastle,1,,,1,"2,2 GHz","2,2 GHz","2,2",GHz,,,,,"2,2",GHz,"2,2",Socket 754,130,N/A,89,"Apr 27th, 2004",Apr 27th,2004
133,AMD Athlon 64 3200+,Athlon 64 3200+,AMD,,Winchester,1,,,1,2000 MHz,2000 MHz,2000,MHz,,,,,2000,MHz,2,Socket 939,90,N/A,67,"Oct 14th, 2004",Oct 14th,2004
134,AMD Athlon 64 3200+,Athlon 64 3200+,AMD,,NewCastle,1,,,1,2000 MHz,2000 MHz,2000,MHz,,,,,2000,MHz,2,Socket 939,130,N/A,89,"Apr 27th, 2004",Apr 27th,2004
135,AMD Athlon 64 3200+,Athlon 64 3200+,AMD,,Newark,1,,,1,2000 MHz,2000 MHz,2000,MHz,,,,,2000,MHz,2,Socket 754,130,N/A,83,"Apr 14th, 2005",Apr 14th,2005
136,AMD Athlon 64 3200+,Athlon 64 3200+,AMD,,Newark,1,,,1,2000 MHz,2000 MHz,2000,MHz,,,,,2000,MHz,2,Socket 754,130,N/A,62,"Apr 14th, 2005",Apr 14th,2005
137,AMD Athlon 64 3200+,Athlon 64 3200+,AMD,,Venice,1,,,1,2000 MHz,2000 MHz,2000,MHz,,,,,2000,MHz,2,Socket 939,90,N/A,67,"Apr 4th, 2005",Apr 4th,2005
138,AMD Athlon 64 3200+,Athlon 64 3200+,AMD,,Manchester,1,,,1,2000 MHz,2000 MHz,2000,MHz,,,,,2000,MHz,2,Socket 939,90,N/A,67,"May 31st, 2005",May 31st,2005
139,AMD Athlon 64 3200+,Athlon 64 3200+,AMD,,Orleans,1,,,1,2000 MHz,2000 MHz,2000,MHz,,,,,2000,MHz,2,Socket AM2,90,N/A,62,"May 23rd, 2006",May 23rd,2006
140,AMD Athlon 64 3200+,Athlon 64 3200+,AMD,,Lima,1,,,1,2000 MHz,2000 MHz,2000,MHz,,,,,2000,MHz,2,Socket AM2,65,N/A,45,"Feb 20th, 2007",Feb 20th,2007
141,AMD Athlon 64 3300+,Athlon 64 3300+,AMD,,NewCastle,1,,,1,"2,4 GHz","2,4 GHz","2,4",GHz,,,,,"2,4",GHz,"2,4",Socket 754,130,N/A,89,"Apr 27th, 2004",Apr 27th,2004
142,AMD Athlon 64 3400+,Athlon 64 3400+,AMD,,Venice,1,,,1,"2,4 GHz","2,4 GHz","2,4",GHz,,,,,"2,4",GHz,"2,4",Socket 754,90,N/A,67,"Jan 1st, 2001",Jan 1st,2001
143,AMD Athlon 64 3400+,Athlon 64 3400+,AMD,,Venice,1,,,1,"2,2 GHz","2,2 GHz","2,2",GHz,,,,,"2,2",GHz,"2,2",Socket 939,90,N/A,67,"Jan 1st, 2001",Jan 1st,2001
144,AMD Athlon 64 3400+,Athlon 64 3400+,AMD,,Clawhammer,1,,,1,"2,4 GHz","2,4 GHz","2,4",GHz,,,,,"2,4",GHz,"2,4",Socket 754,130,N/A,89,"Jan 1st, 2001",Jan 1st,2001
145,AMD Athlon 64 3400+,Athlon 64 3400+,AMD,,Clawhammer,1,,,1,"2,2 GHz","2,2 GHz","2,2",GHz,,,,,"2,2",GHz,"2,2",Socket 754,130,N/A,89,"Jan 6th, 2004",Jan 6th,2004
146,AMD Athlon 64 3400+,Athlon 64 3400+,AMD,,NewCastle,1,,,1,"2,4 GHz","2,4 GHz","2,4",GHz,,,,,"2,4",GHz,"2,4",Socket 754,130,N/A,89,"Apr 27th, 2004",Apr 27th,2004
147,AMD Athlon 64 3400+,Athlon 64 3400+,AMD,,NewCastle,1,,,1,"2,2 GHz","2,2 GHz","2,2",GHz,,,,,"2,2",GHz,"2,2",Socket 939,130,N/A,89,"Apr 27th, 2004",Apr 27th,2004
148,AMD Athlon 64 3400+,Athlon 64 3400+,AMD,,Newark,1,,,1,"2,2 GHz","2,2 GHz","2,2",GHz,,,,,"2,2",GHz,"2,2",Socket 754,130,N/A,83,"Apr 14th, 2005",Apr 14th,2005
149,AMD Athlon 64 3500+,Athlon 64 3500+,AMD,,San Diego,1,,,1,"2,2 GHz","2,2 GHz","2,2",GHz,,,,,"2,2",GHz,"2,2",Socket 939,90,N/A,67,"Jan 1st, 2001",Jan 1st,2001
150,AMD Athlon 64 3500+,Athlon 64 3500+,AMD,,Winchester,1,,,1,"2,2 GHz","2,2 GHz","2,2",GHz,,,,,"2,2",GHz,"2,2",Socket 939,90,N/A,67,"Oct 14th, 2004",Oct 14th,2004
151,AMD Athlon 64 3500+,Athlon 64 3500+,AMD,,NewCastle,1,,,1,"2,2 GHz","2,2 GHz","2,2",GHz,,,,,"2,2",GHz,"2,2",Socket 939,130,N/A,89,"Jun 1st, 2004",Jun 1st,2004
152,AMD Athlon 64 3500+,Athlon 64 3500+,AMD,,Clawhammer,1,,,1,"2,2 GHz","2,2 GHz","2,2",GHz,,,,,"2,2",GHz,"2,2",Socket 939,130,N/A,89,"Jun 1st, 2004",Jun 1st,2004
153,AMD Athlon 64 3500+,Athlon 64 3500+,AMD,,Venice,1,,,1,"2,2 GHz","2,2 GHz","2,2",GHz,,,,,"2,2",GHz,"2,2",Socket 939,90,N/A,67,"Apr 4th, 2005",Apr 4th,2005
154,AMD Athlon 64 3500+,Athlon 64 3500+,AMD,,Manchester,1,,,1,"2,2 GHz","2,2 GHz","2,2",GHz,,,,,"2,2",GHz,"2,2",Socket 939,90,N/A,67,"May 31st, 2005",May 31st,2005
155,AMD Athlon 64 3500+,Athlon 64 3500+,AMD,,Orleans,1,,,1,"2,2 GHz","2,2 GHz","2,2",GHz,,,,,"2,2",GHz,"2,2",Socket AM2,90,N/A,62,"May 23rd, 2006",May 23rd,2006
156,AMD Athlon 64 3500+,Athlon 64 3500+,AMD,,Windsor,1,,,1,"2,2 GHz","2,2 GHz","2,2",GHz,,,,,"2,2",GHz,"2,2",Socket AM2,90,N/A,62,"Feb 20th, 2007",Feb 20th,2007
157,AMD Athlon 64 3500+,Athlon 64 3500+,AMD,,Lima,1,,,1,"2,2 GHz","2,2 GHz","2,2",GHz,,,,,"2,2",GHz,"2,2",Socket AM2,65,N/A,45,"Feb 20th, 2007",Feb 20th,2007
158,AMD Athlon 64 3500+ (F3),Athlon 64 3500+ (F3),AMD,,Orleans,1,,,1,"2,2 GHz","2,2 GHz","2,2",GHz,,,,,"2,2",GHz,"2,2",Socket AM2,90,N/A,59,"Feb 20th, 2007",Feb 20th,2007
159,AMD Athlon 64 3500+ EE,Athlon 64 3500+ EE,AMD,,Orleans,1,,,1,"2,2 GHz","2,2 GHz","2,2",GHz,,,,,"2,2",GHz,"2,2",Socket AM2,90,N/A,35,"Feb 20th, 2007",Feb 20th,2007
160,AMD Athlon 64 3600+,Athlon 64 3600+,AMD,,Clawhammer,1,,,1,"2,4 GHz","2,4 GHz","2,4",GHz,,,,,"2,4",GHz,"2,4",Socket 754,130,N/A,89,"Jun 1st, 2004",Jun 1st,2004
161,AMD Athlon 64 3700+,Athlon 64 3700+,AMD,,Toledo,1,,,1,"2,2 GHz","2,2 GHz","2,2",GHz,,,,,"2,2",GHz,"2,2",Socket 939,90,N/A,89,"Jan 1st, 2001",Jan 1st,2001
162,AMD Athlon 64 3700+,Athlon 64 3700+,AMD,,Clawhammer,1,,,1,"2,4 GHz","2,4 GHz","2,4",GHz,,,,,"2,4",GHz,"2,4",Socket 754,130,N/A,89,"Jun 1st, 2004",Jun 1st,2004
163,AMD Athlon 64 3700+,Athlon 64 3700+,AMD,,San Diego,1,,,1,"2,2 GHz","2,2 GHz","2,2",GHz,,,,,"2,2",GHz,"2,2",Socket 939,90,N/A,89,"May 4th, 2004",May 4th,2004
164,AMD Athlon 64 3700+,Athlon 64 3700+,AMD,,Newark,1,,,1,"2,4 GHz","2,4 GHz","2,4",GHz,,,,,"2,4",GHz,"2,4",Socket 754,130,N/A,83,"Apr 14th, 2005",Apr 14th,2005
165,AMD Athlon 64 3800+,Athlon 64 3800+,AMD,,NewCastle,1,,,1,"2,4 GHz","2,4 GHz","2,4",GHz,,,,,"2,4",GHz,"2,4",Socket 939,130,N/A,89,"Jun 1st, 2004",Jun 1st,2004
166,AMD Athlon 64 3800+,Athlon 64 3800+,AMD,,Clawhammer,1,,,1,"2,4 GHz","2,4 GHz","2,4",GHz,,,,,"2,4",GHz,"2,4",Socket 939,130,N/A,89,"Jun 1st, 2004",Jun 1st,2004
167,AMD Athlon 64 3800+,Athlon 64 3800+,AMD,,Venice,1,,,1,"2,4 GHz","2,4 GHz","2,4",GHz,,,,,"2,4",GHz,"2,4",Socket 939,90,N/A,89,"Apr 4th, 2005",Apr 4th,2005
168,AMD Athlon 64 3800+,Athlon 64 3800+,AMD,,Orleans,1,,,1,"2,4 GHz","2,4 GHz","2,4",GHz,,,,,"2,4",GHz,"2,4",Socket AM2,90,N/A,62,"May 23rd, 2006",May 23rd,2006
169,AMD Athlon 64 3800+,Athlon 64 3800+,AMD,,Lima,1,,,1,"2,4 GHz","2,4 GHz","2,4",GHz,,,,,"2,4",GHz,"2,4",Socket AM2,65,N/A,45,"Feb 20th, 2007",Feb 20th,2007
170,AMD Athlon 64 3800+,Athlon 64 3800+,AMD,,Windsor,1,,,1,"2,4 GHz","2,4 GHz","2,4",GHz,,,,,"2,4",GHz,"2,4",Socket AM2,90,N/A,62,"Feb 20th, 2007",Feb 20th,2007
171,AMD Athlon 64 3800+ (F3),Athlon 64 3800+ (F3),AMD,,Orleans,1,,,1,"2,4 GHz","2,4 GHz","2,4",GHz,,,,,"2,4",GHz,"2,4",Socket AM2,90,N/A,59,"Feb 20th, 2007",Feb 20th,2007
172,AMD Athlon 64 4000+,Athlon 64 4000+,AMD,,Toledo,1,,,1,"2,4 GHz","2,4 GHz","2,4",GHz,,,,,"2,4",GHz,"2,4",Socket 939,90,N/A,89,"Jan 1st, 2001",Jan 1st,2001
173,AMD Athlon 64 4000+,Athlon 64 4000+,AMD,,San Diego,1,,,1,"2,4 GHz","2,4 GHz","2,4",GHz,,,,,"2,4",GHz,"2,4",Socket 939,90,N/A,89,"Oct 19th, 2004",Oct 19th,2004
174,AMD Athlon 64 4000+,Athlon 64 4000+,AMD,,Clawhammer,1,,,1,"2,4 GHz","2,4 GHz","2,4",GHz,,,,,"2,4",GHz,"2,4",Socket 939,130,N/A,89,"Oct 19th, 2004",Oct 19th,2004
175,AMD Athlon 64 4000+,Athlon 64 4000+,AMD,,Newark,1,,,1,"2,6 GHz","2,6 GHz","2,6",GHz,,,,,"2,6",GHz,"2,6",Socket 754,130,N/A,62,"Aug 16th, 2005",Aug 16th,2005
176,AMD Athlon 64 4000+,Athlon 64 4000+,AMD,,Windsor,1,,,1,"2,6 GHz","2,6 GHz","2,6",GHz,,,,,"2,6",GHz,"2,6",Socket AM2,90,N/A,62,"Feb 20th, 2007",Feb 20th,2007
177,AMD Athlon 64 4000+ (F3),Athlon 64 4000+ (F3),AMD,,Orleans,1,,,1,"2,6 GHz","2,6 GHz","2,6",GHz,,,,,"2,6",GHz,"2,6",Socket AM2,90,N/A,59,"Feb 20th, 2007",Feb 20th,2007
178,AMD Athlon 64 FX-51,Athlon 64 FX-51,AMD,,SledgeHammer,1,,,1,"2,2 GHz","2,2 GHz","2,2",GHz,,,,,"2,2",GHz,"2,2",Socket 940,130,N/A,89,"Sep 23rd, 2003",Sep 23rd,2003
179,AMD Athlon 64 FX-53,Athlon 64 FX-53,AMD,,Clawhammer,1,,,1,"2,4 GHz","2,4 GHz","2,4",GHz,,,,,"2,4",GHz,"2,4",Socket 939,130,N/A,89,"Jun 1st, 2004",Jun 1st,2004
180,AMD Athlon 64 FX-53,Athlon 64 FX-53,AMD,,SledgeHammer,1,,,1,"2,4 GHz","2,4 GHz","2,4",GHz,,,,,"2,4",GHz,"2,4",Socket 940,130,N/A,89,"Mar 18th, 2004",Mar 18th,2004
181,AMD Athlon 64 FX-55,Athlon 64 FX-55,AMD,,San Diego,1,,,1,"2,6 GHz","2,6 GHz","2,6",GHz,,,,,"2,6",GHz,"2,6",Socket 939,90,N/A,104,"Oct 10th, 2004",Oct 10th,2004
182,AMD Athlon 64 FX-55,Athlon 64 FX-55,AMD,,Clawhammer,1,,,1,"2,6 GHz","2,6 GHz","2,6",GHz,,,,,"2,6",GHz,"2,6",Socket 939,130,N/A,104,"Oct 10th, 2004",Oct 10th,2004
183,AMD Athlon 64 FX-57,Athlon 64 FX-57,AMD,,San Diego,1,,,1,"2,8 GHz","2,8 GHz","2,8",GHz,,,,,"2,8",GHz,"2,8",Socket 939,90,N/A,104,"Jun 27th, 2005",Jun 27th,2005
184,AMD Athlon 64 FX-60,Athlon 64 FX-60,AMD,,Toledo,2,,,2,"2,6 GHz","2,6 GHz","2,6",GHz,,,,,"2,6",GHz,"2,6",Socket 939,90,N/A,110,"Jan 9th, 2006",Jan 9th,2006
185,AMD Athlon 64 FX-62,Athlon 64 FX-62,AMD,,Windsor,2,,,2,"2,8 GHz","2,8 GHz","2,8",GHz,,,,,"2,8",GHz,"2,8",Socket AM2,90,N/A,125,"May 23rd, 2006",May 23rd,2006
186,AMD Athlon 64 FX-70,Athlon 64 FX-70,AMD,,Windsor,2,,,2,"2,6 GHz","2,6 GHz","2,6",GHz,,,,,"2,6",GHz,"2,6",Socket F,90,N/A,125,"Nov 30th, 2006",Nov 30th,2006
187,AMD Athlon 64 FX-72,Athlon 64 FX-72,AMD,,Windsor,2,,,2,"2,8 GHz","2,8 GHz","2,8",GHz,,,,,"2,8",GHz,"2,8",Socket F,90,N/A,125,"Nov 30th, 2006",Nov 30th,2006
188,AMD Athlon 64 FX-74,Athlon 64 FX-74,AMD,,Windsor,2,,,2,3 GHz,3 GHz,3,GHz,,,,,3,GHz,3,Socket F,90,N/A,125,"Nov 30th, 2006",Nov 30th,2006
189,AMD Athlon 64 FX-76,Athlon 64 FX-76,AMD,,Windsor,2,,,2,"3,2 GHz","3,2 GHz","3,2",GHz,,,,,"3,2",GHz,"3,2",Socket F,90,N/A,125,"Nov 1st, 2006",Nov 1st,2006
190,AMD Athlon 64 LE-1600,Athlon 64 LE-1600,AMD,,Windsor,1,,,1,"2,2 GHz","2,2 GHz","2,2",GHz,,,,,"2,2",GHz,"2,2",Socket AM2,90,N/A,45,"Oct 8th, 2007",Oct 8th,2007
191,AMD Athlon 64 LE-1600,Athlon 64 LE-1600,AMD,,Orleans,1,,,1,"2,2 GHz","2,2 GHz","2,2",GHz,,,,,"2,2",GHz,"2,2",Socket AM2,90,N/A,45,"Oct 8th, 2007",Oct 8th,2007
192,AMD Athlon 64 LE-1620,Athlon 64 LE-1620,AMD,,Orleans,1,,,1,"2,4 GHz","2,4 GHz","2,4",GHz,,,,,"2,4",GHz,"2,4",Socket AM2,90,N/A,45,"Oct 8th, 2007",Oct 8th,2007
193,AMD Athlon 64 LE-1620,Athlon 64 LE-1620,AMD,,Windsor,1,,,1,"2,4 GHz","2,4 GHz","2,4",GHz,,,,,"2,4",GHz,"2,4",Socket AM2,90,N/A,45,"Oct 8th, 2007",Oct 8th,2007
194,AMD Athlon 64 LE-1640,Athlon 64 LE-1640,AMD,,Windsor,1,,,1,"2,6 GHz","2,6 GHz","2,6",GHz,,,,,"2,6",GHz,"2,6",Socket AM2,90,N/A,45,"Oct 8th, 2007",Oct 8th,2007
195,AMD Athlon 64 LE-1640,Athlon 64 LE-1640,AMD,,Lima,1,,,1,"2,7 GHz","2,7 GHz","2,7",GHz,,,,,"2,7",GHz,"2,7",Socket AM2,65,N/A,45,"Apr 1st, 2008",Apr 1st,2008
196,AMD Athlon 64 LE-1640,Athlon 64 LE-1640,AMD,,Orleans,1,,,1,"2,6 GHz","2,6 GHz","2,6",GHz,,,,,"2,6",GHz,"2,6",Socket AM2,90,N/A,45,"Jan 7th, 2009",Jan 7th,2009
197,AMD Athlon 64 LE-1640B,Athlon 64 LE-1640B,AMD,,Lima,1,,,1,"2,7 GHz","2,7 GHz","2,7",GHz,,,,,"2,7",GHz,"2,7",Socket AM2,65,N/A,45,"Apr 28th, 2008",Apr 28th,2008
198,AMD Athlon 64 LE-1660,Athlon 64 LE-1660,AMD,,Lima,1,,,1,"2,8 GHz","2,8 GHz","2,8",GHz,,,,,"2,8",GHz,"2,8",Socket AM2,65,N/A,45,"May 1st, 2008",May 1st,2008
199,AMD Athlon 64 X2 3600+,Athlon 64 X2 3600+,AMD,,Manchester,2,,,2,2000 MHz,2000 MHz,2000,MHz,,,,,2000,MHz,2,Socket 939,90,N/A,89,"Jan 1st, 2001",Jan 1st,2001
200,AMD Athlon 64 X2 3600+,Athlon 64 X2 3600+,AMD,,Brisbane,2,,,2,1900 MHz,1900 MHz,1900,MHz,,,,,1900,MHz,"1,9",Socket AM2,65,N/A,65,"Dec 5th, 2006",Dec 5th,2006
201,AMD Athlon 64 X2 3600+ EE,Athlon 64 X2 3600+ EE,AMD,,Windsor,2,,,2,2000 MHz,2000 MHz,2000,MHz,,,,,2000,MHz,2,Socket AM2,90,N/A,65,"Aug 1st, 2006",Aug 1st,2006
202,AMD Athlon 64 X2 3800+,Athlon 64 X2 3800+,AMD,,Manchester,2,,,2,2000 MHz,2000 MHz,2000,MHz,,,,,2000,MHz,2,Socket 939,90,N/A,89,"Aug 1st, 2005",Aug 1st,2005
203,AMD Athlon 64 X2 3800+,Athlon 64 X2 3800+,AMD,,Toledo,2,,,2,2000 MHz,2000 MHz,2000,MHz,,,,,2000,MHz,2,Socket 939,90,N/A,89,"Aug 1st, 2005",Aug 1st,2005
204,AMD Athlon 64 X2 3800+,Athlon 64 X2 3800+,AMD,,Windsor,2,,,2,2000 MHz,2000 MHz,2000,MHz,,,,,2000,MHz,2,Socket AM2,90,N/A,89,"May 23rd, 2006",May 23rd,2006
205,AMD Athlon 64 X2 3800+ EE,Athlon 64 X2 3800+ EE,AMD,,Windsor,2,,,2,2000 MHz,2000 MHz,2000,MHz,,,,,2000,MHz,2,Socket AM2,90,N/A,65,"May 23rd, 2006",May 23rd,2006
206,AMD Athlon 64 X2 3800+ EE SFF,Athlon 64 X2 3800+ EE SFF,AMD,,Windsor,2,,,2,2000 MHz,2000 MHz,2000,MHz,,,,,2000,MHz,2,Socket AM2,90,N/A,35,"May 23rd, 2006",May 23rd,2006
207,AMD Athlon 64 X2 4000+,Athlon 64 X2 4000+,AMD,,Brisbane,2,,,2,"2,1 GHz","2,1 GHz","2,1",GHz,,,,,"2,1",GHz,"2,1",Socket AM2,65,N/A,65,"Dec 5th, 2006",Dec 5th,2006
208,AMD Athlon 64 X2 4000+,Athlon 64 X2 4000+,AMD,,Windsor,2,,,2,2000 MHz,2000 MHz,2000,MHz,,,,,2000,MHz,2,Socket AM2,90,N/A,89,"May 23rd, 2006",May 23rd,2006
209,AMD Athlon 64 X2 4000+ EE,Athlon 64 X2 4000+ EE,AMD,,Windsor,2,,,2,2000 MHz,2000 MHz,2000,MHz,,,,,2000,MHz,2,Socket AM2,90,N/A,65,"May 23rd, 2006",May 23rd,2006
210,AMD Athlon 64 X2 4200+,Athlon 64 X2 4200+,AMD,,Brisbane,2,,,2,"2,2 GHz","2,2 GHz","2,2",GHz,,,,,"2,2",GHz,"2,2",Socket AM2,65,N/A,65,"Dec 1st, 2006",Dec 1st,2006
211,AMD Athlon 64 X2 4200+,Athlon 64 X2 4200+,AMD,,Windsor,2,,,2,"2,2 GHz","2,2 GHz","2,2",GHz,,,,,"2,2",GHz,"2,2",Socket AM2,90,N/A,89,"May 23rd, 2006",May 23rd,2006
212,AMD Athlon 64 X2 4200+,Athlon 64 X2 4200+,AMD,,Toledo,2,,,2,"2,2 GHz","2,2 GHz","2,2",GHz,,,,,"2,2",GHz,"2,2",Socket 939,90,N/A,89,"May 23rd, 2006",May 23rd,2006
213,AMD Athlon 64 X2 4200+,Athlon 64 X2 4200+,AMD,,Manchester,2,,,2,"2,2 GHz","2,2 GHz","2,2",GHz,,,,,"2,2",GHz,"2,2",Socket 939,90,N/A,89,"May 23rd, 2006",May 23rd,2006
214,AMD Athlon 64 X2 4200+ EE,Athlon 64 X2 4200+ EE,AMD,,Windsor,2,,,2,"2,2 GHz","2,2 GHz","2,2",GHz,,,,,"2,2",GHz,"2,2",Socket AM2,90,N/A,65,"May 23rd, 2006",May 23rd,2006
215,AMD Athlon 64 X2 4400+,Athlon 64 X2 4400+,AMD,,Windsor,2,,,2,"2,2 GHz","2,2 GHz","2,2",GHz,,,,,"2,2",GHz,"2,2",Socket AM2,90,N/A,89,"May 23rd, 2006",May 23rd,2006
216,AMD Athlon 64 X2 4400+,Athlon 64 X2 4400+,AMD,,Toledo,2,,,2,"2,2 GHz","2,2 GHz","2,2",GHz,,,,,"2,2",GHz,"2,2",Socket 939,90,N/A,110,"May 23rd, 2006",May 23rd,2006
217,AMD Athlon 64 X2 4400+,Athlon 64 X2 4400+,AMD,,Brisbane,2,,,2,"2,3 GHz","2,3 GHz","2,3",GHz,,,,,"2,3",GHz,"2,3",Socket AM2,65,N/A,65,"Dec 5th, 2006",Dec 5th,2006
218,AMD Athlon 64 X2 4400+ EE,Athlon 64 X2 4400+ EE,AMD,,Windsor,2,,,2,"2,2 GHz","2,2 GHz","2,2",GHz,,,,,"2,2",GHz,"2,2",Socket AM2,90,N/A,65,"May 23rd, 2006",May 23rd,2006
219,AMD Athlon 64 X2 4600+,Athlon 64 X2 4600+,AMD,,Toledo,2,,,2,"2,4 GHz","2,4 GHz","2,4",GHz,,,,,"2,4",GHz,"2,4",Socket 939,90,N/A,89,"May 23rd, 2006",May 23rd,2006
220,AMD Athlon 64 X2 4600+,Athlon 64 X2 4600+,AMD,,Windsor,2,,,2,"2,4 GHz","2,4 GHz","2,4",GHz,,,,,"2,4",GHz,"2,4",Socket AM2,90,N/A,89,"May 23rd, 2006",May 23rd,2006
221,AMD Athlon 64 X2 4600+,Athlon 64 X2 4600+,AMD,,Manchester,2,,,2,"2,4 GHz","2,4 GHz","2,4",GHz,,,,,"2,4",GHz,"2,4",Socket 939,90,N/A,110,"May 23rd, 2006",May 23rd,2006
222,AMD Athlon 64 X2 4600+,Athlon 64 X2 4600+,AMD,,Brisbane,2,,,2,"2,4 GHz","2,4 GHz","2,4",GHz,,,,,"2,4",GHz,"2,4",Socket AM2,65,N/A,65,"Apr 22nd, 2008",Apr 22nd,2008
223,AMD Athlon 64 X2 4600+ EE,Athlon 64 X2 4600+ EE,AMD,,Windsor,2,,,2,"2,4 GHz","2,4 GHz","2,4",GHz,,,,,"2,4",GHz,"2,4",Socket AM2,90,N/A,65,"May 23rd, 2006",May 23rd,2006
224,AMD Athlon 64 X2 4800+,Athlon 64 X2 4800+,AMD,,Toledo,2,,,2,"2,4 GHz","2,4 GHz","2,4",GHz,,,,,"2,4",GHz,"2,4",Socket 939,90,N/A,110,"May 23rd, 2006",May 23rd,2006
225,AMD Athlon 64 X2 4800+,Athlon 64 X2 4800+,AMD,,Brisbane,2,,,2,"2,5 GHz","2,5 GHz","2,5",GHz,,,,,"2,5",GHz,"2,5",Socket AM2,65,N/A,65,"Dec 5th, 2006",Dec 5th,2006
226,AMD Athlon 64 X2 4800+,Athlon 64 X2 4800+,AMD,,Windsor,2,,,2,"2,4 GHz","2,4 GHz","2,4",GHz,,,,,"2,4",GHz,"2,4",Socket AM2,90,N/A,89,"May 23rd, 2006",May 23rd,2006
